date,area,average_price,code,houses_sold,no_of_crimes,borough_flag
2018/7/1,north west,162345,E12000002,9837,,0
2018/8/1,north west,163092,E12000002,11323,,0
2018/9/1,north west,163068,E12000002,9316,,0
2018/10/1,north west,163846,E12000002,10798,,0
2018/11/1,north west,163173,E12000002,11484,,0
2018/12/1,north west,162823,E12000002,9324,,0
2019/1/1,north west,161409,E12000002,7213,,0
2019/2/1,north west,162261,E12000002,8366,,0
2019/3/1,north west,160895,E12000002,9313,,0
2019/4/1,north west,162455,E12000002,8434,,0
2019/5/1,north west,164148,E12000002,9520,,0
2019/6/1,north west,163828,E12000002,9311,,0
2019/7/1,north west,165940,E12000002,9547,,0
2019/8/1,north west,167430,E12000002,10357,,0
2019/9/1,north west,166804,E12000002,8913,,0
2019/10/1,north west,166784,E12000002,9550,,0
2019/11/1,north west,165921,E12000002,9471,,0
2019/12/1,north west,167285,E12000002,,,0
2020/1/1,north west,164769,E12000002,,,0
